date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:11:08	2211/2211	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Jan%202023%2002:58:54%20GMT	https://doralcenter.com.ar/wp-content/plugins/mystickymenu/js/detectmobilebrowser.js?ver=2.6.2	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/mystickymenu/js/detectmobilebrowser61da.js	(from https://doralcenter.com.ar/)
19:11:08	3980/3980	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Jan%202023%2002:58:54%20GMT	https://doralcenter.com.ar/wp-content/plugins/mystickymenu/js/mystickymenu.min.js?ver=2.6.2	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/mystickymenu/js/mystickymenu.min61da.js	(from https://doralcenter.com.ar/)
19:11:08	6875/6875	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Jan%202023%2005:54:17%20GMT	https://doralcenter.com.ar/wp-content/plugins/wp-whatsapp-chat/build/frontend/js/index.js?ver=5cf11c421167aee95e6c	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/wp-whatsapp-chat/build/frontend/js/indexfff7.js	(from https://doralcenter.com.ar/)
19:11:09	2721433/2721433	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2013:21:01%20GMT	https://doralcenter.com.ar/wp-content/uploads/2022/12/PROMOS-WEB-02.jpg	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/uploads/2022/12/PROMOS-WEB-02.jpg	(from https://doralcenter.com.ar/)
19:11:09	317/317	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2022:11:07%20GMT	http://doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extra.min.js?ver=2.7.0	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extra.min.334250.delayed	(from https://doralcenter.com.ar/)
19:11:09	3015/3015	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Jan%202023%2002:42:54%20GMT	https://doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extra.min.js?ver=2.7.0	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extra.min4250.js	(from https://doralcenter.com.ar/)
19:11:10	318/318	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2022:11:08%20GMT	http://doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.srcset.min.js?ver=2.7.0	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.srcset.min4250.js	(from https://doralcenter.com.ar/)
19:11:10	1573/1573	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Jan%202023%2002:42:54%20GMT	https://doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.srcset.min.js?ver=2.7.0	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.srcset.min4250.js	(from https://doralcenter.com.ar/)
19:11:10	314/314	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2022:11:09%20GMT	http://doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extend.js?ver=2.7.0	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extend4250.js	(from https://doralcenter.com.ar/)
19:11:10	1045/1045	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Jan%202023%2002:42:54%20GMT	https://doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extend.js?ver=2.7.0	C:/My%20Web%20Sites/dsadsa/doralcenter.com.ar/wp-content/plugins/a3-lazy-load/assets/js/jquery.lazyloadxt.extend4250.js	(from https://doralcenter.com.ar/)
